DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
0811;008110;KONICA Professional 160;;;;;1999;;;0;KonicaPro160.jpg
0653;006530;Konica SR 200 Color Print #SR200 SR-200;;Konica;;;1982~1984;1995;;0;KonicaColorSR200.jpg
0045;000451;Konica sr-g 100 Color 100 ISO #SRG100 SR-G-100;;;;Made in Japan;1990;1999;Konica;0;KonicaSRG100.jpg
0644;006440;Konica sr-g 160 Color 160 ISO #SRG160 SR-G-160;;;;Made in Japan;1992 ?;1999 ?;Konica;0;KonicaSRG160.jpg
0650;006500;Konica sr-g 200 Color 200 ISO #SRG200;;;;Made in Japan;1990;1999;Konica;0;KonicaSRG200.jpg
0043;000433;Konica sr-g 3200 Color 3200 ISO #SRG3200;;;;Made in Japan;1990;1999;Konica;0;KonicaSRG3200.jpg
0035;000351;Konica sr-v 100 Color 100 ISO #SRV100;;;;Made in Japan;~1988;~1990;Konica;0;KonicaSRV100.jpg
0640;006400;Konica Super DD 100 #SuperDD100;Similar to Super SR ?;;;Made in Japan;1991;;Konica;0;KonicaSuperDD100.jpg
0653;006530;Konica Super DD 200 #SuperDD200;Similar to Super SR ?;;;Made in Japan;1991;;Konica;0;
0642;006423;Konica Super XG 100 (Extra Grade) #XG100;;;;Made in Japan;1993;;;0;KonicaSuperXG100.jpg
0649;006494;Konica Super XG 200 (Extra Grade) #XG200;;;;Made in Japan;1993;;;0;
0647;006470;Konica Super XG 400 (Extra Grade) #XG400;;;;Made in Japan;1993;;;0;KonicaSuperXG400.jpg
0453;004531;Konica SXG 100 #SXG100;Konica VX for EU / Italian market ?;;;;mid 90’s ??;;;0;KonicaSXG100it.jpg
0460;004603;Konica SXG 100 #SXG100;Konica VX for EU / Italian market ?;;;;mid 90’s ??;;;0;KonicaSXG100it.jpg
0454;004540;Konica SXG 200 #SXG200;Konica VX for EU / Italian market ?;;;;mid 90’s ??;;;0;KonicaSXG200it.jpg
0460;004600;KONICA VX100;;;;;1995;~2004;;0;KonicaVx100.jpg
0803;008030;KONICA VX100;;;;;1995;~2004;;0;KonicaVx100.jpg
0453;004530;KONICA VX100 SUPER;;;;;~2004;2007;;0;KonicaVx100Super.jpg
0461;004610;KONICA VX200;;;;;1995;~2004;;0;KonicaVX200-2004.jpg
0804;008040;KONICA VX200;;;;;1995;~2004;;0;KonicaVX200-2004.jpg
0454;004540;KONICA VX200 SUPER;;;;;~2004;2007;;0;KonicaVx200SuperRussian.jpg
0452;004520;KONICA VX400;;;;;1995;~2004;;0;KonicaVx400.jpg
0802;008020;KONICA VX400;;;;;1995;~2004;;0;KonicaVx400.jpg
0805;008050;KONICA VX400;;;;;1995;~2004;;0;KonicaVx400.jpg
0455;004550;KONICA VX400 SUPER;;;;;~2004;2007;;0;KonicaVx400Super.jpg
0462;004620;KONICA VX400 SUPER;;;;;~2004;2007;;0;KonicaVx400Super.jpg
0800;008000;KONICA XG400;Only avalable in Japan ?;;;;1992;;;0;KonicaXG400.jpg
1550;;Kono! Dubble Bubblegum 200;Kodak Color Plus 200 pre-exposed for crappy colors;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2018;;Dubble / Kono!, then (in 2019) Revelog;1;
1550;;Kono! Dubble Monsoon 200 (Pacific);Kodak Color Plus 200 pre-exposed for crappy colors. Renamed Pacific in 2019;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2018;2019;Dubble / Kono!;0;
1550;;Kono! Dubble Pacific (Monsoon 200) ;Kodak Color Plus 200 pre-exposed for crappy colors. Was Monsoon before 2019;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019;;Revelog;2;
1550;;Kono! Dubblefilm Apollo (Moonstruck);Kodak Color Plus 200 pre-exposed for crappy colors. Was Moonstruck before 2019;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019;;Revelog;2;
1550;;Kono! Dubblefilm Moonstruck (Apollo);Kodak Color Plus 200 pre-exposed for crappy colors. Name changed to Apollo in 2019;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;2019;Dubble / Kono!, then (in 2019) Revelog;0;
1550;;Kono! Dubblefilm Solar (Sunstroke);Kodak Color Plus 200 with light leaks. Renamed Solar in 2019, was Sunstroke before…;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019;;Revelog;2;
1550;;Kono! Dubblefilm Sunstroke (Solar);Kodak Color Plus 200 with light leaks. Renamed Solar in 2019;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;2019;Dubble / Kono!;0;
1550;;Kono! KATZ;Kodak Color Plus 200 with pre-exposed cats patern;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;;Kono!;1;
1550;;Kono! LIEBE 200;Kodak Color Plus 200 with pre-exposed … red hearts of love. Please kill me…;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;;Kono!;1;
1550;;Kono! LUFT 200;Kodak Color Plus 200 with pre-exposed hearts;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;;Kono!;1;
1550;;Kono! Original CANDY;Kodak Color Plus 200 with pre-exposed for color shift;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019 ?;;Kono!;2;
1550;;Kono! Original GALAXY;Kodak Color Plus 200 with pre-exposed for color shift;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019 ?;;Kono!;2;
1550;;Kono! Original MIRAGE;Kodak Color Plus 200 with pre-exposed for color shift;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019;;Kono!;2;
1550;;Kono! UFO 200;Kodak Color Plus 200 with pre-exposed UFOs…;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;;Kono!;1;
1550;;Kono! WINTERMÄRCHEN 200;Kodak Color Plus 200 with pre-exposed Holidays signs… Limited edition;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2017;;Kono!;1;
1550;;Kono! WINTERMÄRCHEN 200 #wintermarchen;Kodak Color Plus 200 with pre-exposed stars;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";~2019 ?;;Kono!;2;
1398;013983;Kroger 200 DX coding - paper label-small-just Kroger;Ferrania;;4;Made in Italy, Finished in USA;;;The Kroger Co., Cincinnati, OH, USA;0;Kroger200DX.jpg
1361;013616;Kruidvat Color 100 Kleuren 100;IMATION COLOR HP100;;3;;;;;0;
1394;013947;Kruidvat Color 200 Kleuren 200;Ferrania FG200 ?;;2;Made in Italy;;;;0;
0130;901304;Kruidvat ColorFilm 200;Fujicolor 200;;3;Made in Japan;;;;0;KruidvatOpnamen200.jpg
0625;906254;Kruidvat ColorFilm 200;Fuji Superia 200 / C200;;3;Made in Japan;;;;0;KruidvatOpnamen200.jpg
1062;010621;Kruidvat Kleurenfilm 100;Ferrania;;;;~1998 ?;;;0;KruidvatKleuren.jpg
1374;013740;Lekium 400 ISO;Ferrania film…;Ferrania;3;;;~2013 ?;Intermarché supermaket;0;Lekium400.jpg
0460;004603;Life Brand – LifeColor Print Film ISO 100;Konica VX 100;Konica;3;Made in Japan;;;Shopper's Drug Mart / Pharmaprix;0;LifeColor100.jpg
1609;;Likon Film Super GBR100;LUCKY COLOR SUPER GBR (Plus) 100;China Lucky Film Corporation;3;Made in China;;;;0;LikonSuperGBR100.jpg
1611;;Likon Film Super GBR200;LUCKY COLOR SUPER GBR (Plus) 200;China Lucky Film Corporation;3;Made in China;;;;0;LikonSuperGBR200.jpg
1394;013947;Little Tikes High Quality 35mm Print Film;Solaris Color FG200. Included with a toy camera for +5 years.;Ferrania lmaging ;4;Made in Italy;~2004 ?;;The Little Tikes Company, Florida;0;LittleTikesFG200.jpg
1398;013984;Lloydspharmacy 200 Colour Film;Solaris Color FG Plus 200 - (free film);;2;;;;;0;LloydsPharmacy200.jpg
1403;014034;Lomography Color Negative 100 CN100;Ferrania Solaris FG Plus 100 then Kodak (Kodacolor VR series?). 120 version is made in China, just finished in China ? Or made by a Chinese company ? ;Ferrania, Kodak;2;;;~2014 ?;Lomography;0;
1403;114034;Lomography Color Negative 100 CP100;Kodak Colorplus;;3;Made in USA, Packaged in Mexico;~2014 ?;;Lomography;2;
1561;015610;Lomography Color Negative 400 (400-3 on film edge);KODAK Color Negative 400. 120 version is made in China, just finished in China ? Or made by a Chinese company ? ;;2;;;;Lomography;2;LomoColorNeg.jpg
1399;013994;Lomography Color Negative 400 CN400;Ferrania Solaris FG Plus 200 then Kodak (Kodacolor VR series?). 120 version is made in China, just finished in China ? Or made by a Chinese company ? ;DX number used by a lot of rebranded film canned by Foma;2;;;~2014 ?;Lomography;1;
0793;007930;Lomography Color Negative 400-3;2017 film edge barcode give DX number of Agfa Color Optima II ?!?;;1;;;;Lomography;1;
1402;014024;Lomography Color Negative 800 CN800;Ferrania Solaris FG 800 then Kodak (Kodacolor VR series?). 120 version is made in China, just finished in China ? Or made by a Chinese company ? ;Ferrania;2;;2009;~2014 ?;Lomography;1;LomoColorNegative800.jpg
1662;114064;Lomography Color Negative 800 CN800 (cartridge DX barcode);New version of CN800 ? DX on film barcode different than DX on cartridge… Kodacolor VR series? 120 version is made in China, just finished in China ?;Kodak;2;;2019 ???;;Lomography;2;
1562;015620;Lomography Color Negative 800 CN800 (film DX barcode);New version of CN800 ? DX on film barcode different than DX on cartridge… Kodacolor VR series? 120 version is made in China, just finished in China ?;Kodak;2;;2019 ???;;Lomography;2;
1403;114034;Lomography Color Negative F²/400 F2;Last batchs of Solaris 400;Ferrania;3;;2017;2018;Lomography;0;LomoF2.jpg
1405;114054;Lomography Color Print Film ISO 400;Kodak film (VR series?);;1;;;;Lomography;1;
1406;114064;Lomography Color Print Film ISO 800;Kodak film (VR series?);;2;;;;Lomography;2;
1395;013954;Lomography Earl Grey 100 ISO EARLGRAY;Fomapan 100;Foma;4;;~2014 ?;;Lomography;2;LomoEarlGray.jpg
1395;013954;Lomography Fine Color ISO 100;Solaris FG Plus 100;Ferrania;3;;;;Lomography;0;
1076;010764;Lomography Lady Grey 400 LADYGRAY;Kodak Cosmos 400;Kodak, USA;3;Made in USA;;2017;Lomography;0;
1395;013954;Lomography Redscale XR 100;Inverted Solaris FG Plus 100;Ferrania;3;;;;Lomography;0;LomocRedscaleXR100.jpg
0023;000234;Lomography Silver Tone 100 Silvertone;Agfa APX 100;Agfa;4;Made in Germany;~2009;~2011 ?;Lomography;0;Silvertone100.jpg
1400;;Lomography Uboot 800 ISO;Free gift (With a Lomo ActionSampler ?) for new subscribers of Uboot photo developing service. Solaris FG 800;;4;;1999;~2002;uboot.com;0;LomographyUboot.jpg
0514;805144;Lomography X Tungsten 64 ;Fujifilm Fujichrome T64. Limited edition;Fuji;4;Made in Japan;;;Lomography;0;
0847;208474;Lomography Xpro Chrome 100 ;Kodak Elite chrome 100;Kodak, USA;4;Made in USA;;;Lomography;0;LomographyXproChrome.jpg
1603;016034;LUCKY COLOR 200 / Lucky Charm 200 (乐凯 彩韵200) #LuckyColor;After China Lucky Film Corporation consolidated with Kodak Company, Lucky Co. launched this Lucky charm-200 color film;China Lucky Film Corporation;;Made in China;~2003;;;0;LuckyCharm200.jpg
1270;512703;LUCKY COLOR 200 ISO #LuckyColor;Kodak film produced under licence by Lucky in China ? Same DX as Kodak CE Color, Yellow Kodak can with Lucky sticker...;China Lucky Film Corporation / Kodak ?;;Made in China;;;;0;
1604;016044;LUCKY COLOR 200+ #LuckyColor 200plus;;China Lucky Film Corporation;;Made in China;;;;0;LuckyColor200plus.jpg
1609;016090;LUCKY COLOR GBR Plus 100 #LuckyColor GBR+ GBR100+;;China Lucky Film Corporation;;Made in China;;;;0;LuckyGBRplus100.jpg
1609;;LUCKY COLOR GBR Plus 200 #LuckyColor GBR+ GBR200+;;China Lucky Film Corporation;;Made in China;;;;0;LuckyGBRplus200.jpg
0964;009640;LUCKY COLOR LUCKYCHROME 100HC #LuckyColor CH;;China Lucky Film Corporation;;Made in China;1992;;;0;
1602;016020;LUCKY COLOR SUPER 100 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;
1600;016000;LUCKY COLOR SUPER 100 NEW #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;LuckyColor100SuperNew.jpg
1606;016060;LUCKY COLOR SUPER 200 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;LuckyColorSuper200.jpg
1606;016060;LUCKY COLOR SUPER 200 NEW #LuckyColor;;China Lucky Film Corporation;;Made in China;;2017;;0;LuckyColor200SuperNew.jpg
1604;016040;LUCKY COLOR SUPER 200 NEW #LuckyColor SUPERNEW200;;China Lucky Film Corporation;;Made in China;;2017;;0;LuckySuper200New.jpg
1608;016080;LUCKY COLOR SUPER 400 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;
1609;016090;LUCKY COLOR SUPER GBR Plus 100 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;
1611;016110;LUCKY COLOR SUPER GBR Plus 200 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;0;
1613;016130;LUCKY COLOR SUPER GBR Plus 400 #LuckyColor;;China Lucky Film Corporation;;Made in China;;;;1;LuckyGBRSuperplus400.jpg
1603;016034;LUCKY SHD100 LuckyPan (old);;China Lucky Film Corporation;;Made in China;;2017 ?;;0;LuckypanSHD100.jpg
1448;014480;LUCKY SHD100 NEW ;;China Lucky Film Corporation;;Made in China;2017 ?;;;2;LuckySHDnew100.jpg
1448;;LUCKY SHD100 NEW 120 B&W;120 roll film;China Lucky Film Corporation;;Made in China;;~2010 ?;;0;LuckySHDnew100-120.jpg
1452;014520;LUCKY SHD400 CN B&W;;China Lucky Film Corporation;;Made in China;;;;1;LuckySHD400CN.jpg
1450;014500;LUCKY SHD400 NEW B&W;;China Lucky Film Corporation;;Made in China;;;;1;LuckySHDnew400.jpg
1049;310490;Maco MACOPHOT IR 820c Black & White infrared 820nm IR820c;uncertain DX number… Based on Efke IR820 ?;Efke ?;;Made in Europe;2000 (experimental) , 2002 (release);~2006;Mahn & Co. (Maco);0;MacoPhotoIR820c.jpg
0023;000231;Maco MACOPHOT UP 100 Plus #up100plus UP100+;EFKE KB100 in APX100 cartridge (Dx number);Efke;3;;;;Mahn & Co. (Maco);0;MacoUp100plus.jpg
0272;002724;Maco PO100c Negative + Reversal film Orthopan 380-610nm B&W slide #Macophot;DX number used by a lot of Foma & rebranded film:(;;;;;;Mahn & Co. (Maco);0;MacoPO100c.jpg
0462;004623;Market Basket ISO 400 C-41;Konica VX 400 (super);Konica;4;;80's ?;2000’s ?;DeMoulas Market Basket, USA;0;
0426;004264;Max Spielmann Color Print Film MX400 Pro-Zoom Japan #MaxSpielmann prozoom;Konica Centuria Super 400;;2;Made in Japan;;;Max Spielmann Photopoint, GB;0;MaxSpielmannMX400JP.jpg
1394;013943;Maxicolor CN200;Ferrania FG;;3;Made in Italy;;;Maxicolor, Gentilly, France;0;
5253;052323;MaxiColor Film 200 Iso;Exclusivement réservé aux clients Maxicolor;;;Made in EU;;;Maxicolor, Gentilly, France;0;Maxicolor200.jpg
;015590;Memories Color Print Film Indoor & Outdoor 200 ASA;Uncertain DX, refer to Centuria DNP 100 (Kodak film) ??;;0;Product of Japan;;;Dollar Store ?;0;Memories200.jpg
0129;001294;Migros Mcolor 200;Fujicolor 200 (Same DX);Made By Fujifilm;3;Made in Japan;2002 ?;;Migros;0;
0195;001953;Migros Mcolor 200 Super GX;Fujicolor Super G200 (Same DX);;3;;;;Migros;0;
0227;002723;MIRAGE Films Black & White ISO 100;Efke KB100;;3;;;;;0;
0491;004911;Mitsubishi Color MX-III 100 mxiii;Konica ? Or Agfa…;;2;;;;Mitsubishi Paper Mills Limited;0;MitsubishiMXIII100.jpg
9130;191308;Mitsubishi Color MX100;Konica Color VX100;Konica;3;Made in Japan;1996;;Mitsubishi Paper Mills Limited;0;MitsubishiMX100.jpg
9130;191308;Mitsubishi Color Super MX100;Konica ?;;2;Made in Japan;;;Mitsubishi Paper Mills Limited;0;MitsubishiSuperMX100.jpg
0574;505744;Mitsubishi Color Super MX100;Fujicolor C100 ;;3;Made in Japan;;;Mitsubishi Paper Mills Limited;0;MitsubishiSuperMX100.jpg
1852;018523;MOTOPHOTO Super Color 100;PERUTZ SC 100 Color;Agfa;3;Made in Germany;;;Moto Photo;0;
0628;306284;Müller Photo 400 Dynamic Muller foto400;Fuji Superia 400;;2;Made in Japan;;;Müller;0;MullerFoto400.jpg
0625;106254;"My Heart Professional ""Barbie"" Sweetheart 135 color print film – ISO 200, 27 exp only, Fuji version #myheart";Rebranded expired Fujicolor 200, available on China market. Also exist with rebranded Lucky Color or cheap Kodak film;;3;;;;;1;BarbieMyHeart.jpg
1271;512714;"My Heart Professional ""Barbie"" Sweetheart 135 color print film – ISO 200, 27 exp only, Kodak version #myheart";Kodak ColorPlus, available on China market. Exist with rebranded Lucky Color and Fujicolor…;Kodak;4;Kodak;~2018 ?;;;2;BarbieMyHeart.jpg
1604;016044;"My Heart Professional ""Barbie"" Sweetheart 135 color print film – ISO 200, 27 exp only, LuckyColor version #myheart";Rebranded Lucky Super 200 New, available on China market.Also exist with rebranded Fujicolor or cheap Kodak film;;3;;;;;0;BarbieMyHeart.jpg
0353;003534;"My Heart Professional ""Barbie"" Sweetheart 135 color print film – ISO 200, 27 exp only, unknow version #myheart";Unknown, cheap color film (Kodak China ?) available on China market. Exist with rebranded Lucky Color and Fujicolor…;;2;;;;;0;BarbieMyHeart.jpg
1399;013994;Nation Photo 400 iso B&W #NationFoto nationphoto;Unknown, in Foma cardridge but do not seem to be Fomapan…;Unknown;0;;2018;Mid-2019;Nation Photo (French photographic store);0;NationPhoto400.jpg
1843;018430;NIKA NikaColor 100;AgfaColor XRG;;3;;;;;0;
0803;008033;No Frills. Colour Print Film Super XG100;KONICA VX100 / LV100;;3;;;;Franklins Limited;0;
0144;001441;No name color negative film;;;;;;;;0;
0274;002743;O.K. Gold Print 100 #OK100;Agfacolor XRG 100;;3;Made In EC;;;Ok Foto Labor GmbH;0;OkgoldPrint100.jpg
0274;002743;O.K. Gold Print 100 Super SL100 #ok;Agfacolor XRG 100;;3;Made In EC;;;Ok Foto Labor GmbH;0;OKGoldSuperSL100.jpg
0753;007537;O.K. Gold Print 200 #ok;Agfacolor 200;;3;Made In EC;;;Ok Foto Labor GmbH;0;OKgold200.jpg
1845;018458;OBJECTA Color Negativ 200 ;Agfa XRG 200;;3;Made in EU;90’s;;;0;
1067;010673;One Film 200 #Polaroid;Scotch Color EXH;Ferrania;3;;;;Polaroid ?;0;
1602;016024;Oriental G2 100;Lucky SHD ?;;;;;;;0;
8361;883610;"Oriental Seagull ""New"" 100 - OR NSG 100";Kentmere 100;Kentmere;3;Made in UK;~2016;;Seagull / Cyber Graphics Corporation;1;NewSeagull100.jpg
8364;883640;"Oriental Seagull ""New"" 400 - OR NSG 400";Kentmere 400;Kentmere;3;Made in UK;~2016;;Seagull / Cyber Graphics Corporation;1;NewSeagull400.jpg
1936;019360;Orwo CNG-200 Orwocolor #CNG200;Scotch Color EXL;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;
1941;019410;Orwo CNG-400 Orwocolor #CNG400;Scotch Color EXL;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;OrwoColorCNG400.jpg
1953;019530;Orwo CNG-400 Orwocolor #CNG400;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN100.jpg
1954;019540;ORWO COLOR CNN200;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN200.jpg
1956;019560;ORWO COLOR CNN400;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN400.jpg
1921;019210;ORWO COLOR CNS100;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS100.jpg
1937;019370;ORWO COLOR CNS200;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS200.jpg
1942;019420;ORWO COLOR CNS400;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS400.jpg
1955;019550;ORWO COLOR OCN100;;;;;;;;0;
1957;019570;ORWO COLOR OCN200;;;;;;;;0;
1959;019590;ORWO COLOR OCN400;;;;;;;;0;
1968;019684;Orwo Orwochrome RC100 #RC-100;Scotch Chrome 100;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;OrwoChromeRC100.jpg
1969;019690;Orwo ORWOPAN 100;New name of NP22 before end of Orwo;Filmfabrik Wolfen GmbH;;Made in Germany;;;;0;Orwopan100.jpg
1970;019700;Orwo ORWOPAN 125;Ilford FP4;Ilford;3;Made in UK;;;;0;Orwopan125.jpg
0005;000054;Orwo ORWOPAN 25;Improved Orwo NP15;Filmfabrik Wolfen GmbH;;Made in Germany;;2006;;0;Orwopan25.jpg
0005;000054;Orwo ORWOPAN 400;Fortepan 400;Forte;3;Made in Hungary;;;Filmfabrik Wolfen AG;0;Orwopan400.jpg
1971;019710;Orwo ORWOPAN 400;Ilford HP5;Filmfabrik Wolfen GmbH;3;Made in UK;;;;0;Orwopan400.jpg
1952;019523;Orwo QRS-100 Orwocolor #QRS100 ;Last original orwo color film;VEB FilmfabrikWolfen;;Made In Germany;1992;~1994;;0;OrwoQRS100.jpg
0005;000054;ORWO TC-27 Traffic Control #TC27;Surveillance film for trafic;Orwo-Filmotec/inovisCoat;;Made in Germany;;~2014;;0;OrwoTC27.jpg
0461;004613;Osco Color Print ISO 200 Sav-On Osco;Konica VX 200;;3;;;;Albertson's;0;SavOnColor200.jpg
0033;000333;PacificFilm for color print ISO 100;;;;Made in Japan;;;Pacific Film Laboratories pty Limited, Autralia;0;PacificColor.jpg
1843;018434;PC Color 100;Perutz;;;;;;;0;
0624;706243;PC President's Choice / Le choix du Président ISO 200;Fuji Superia 200 or X-tra 200;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC200.jpg
0626;706263;PC President's Choice / Le choix du Président ISO 400;Fuji Superia 400 or X-tra 400;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC400.jpg
0561;405613;PC President's Choice / Le choix du Président ISO 800;Fuji Superia 800 or X-tra 800;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC800.jpg
0303;003034;Perfecta Film ISO 200;(Uncertain DX number…) Ferrania Scotch Color;;1;;;;;0;Perfecta200.jpg
1846;018460;PERUTZ 200 Color;;;;;;;;0;
0057;000570;Perutz Chrome CR100;Agfachrome CT100i/ CTx100/CTprecisa 100;Agfa-Gevaert;3;Made in Germany;1992;2005;Kaufhäuser;0;PerutzCR100.jpg
1852;018520;Perutz Color SC100;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;PerutzSC100.jpg
1846;018460;Perutz Color SC200;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;PerutzSC200.jpg
1848;018480;Perutz Color SC400;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;
0274;002744;Perutz PR100 Color;Agfacolor XR;Agfa-Gevaert;3;;~1990 ?;1995;Kaufhäuser;0;PerutzPR100.jpg
0274;002744;Perutz PR100 Color (four squares);Agfacolor XR;Agfa-Gevaert;3;;1985;~1990 ?;Kaufhäuser;0;PerutzColorPR100squares.jpg
1847;018470;Perutz Primera 100;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;Kaufhäuser;0;PerutzPrimera100.jpg
0760;007600;Perutz Primera 100-A;;Agfa;;;;;;0;
0497;004970;Perutz Primera 200 ;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;;0;PerutzPrimera200Last.jpg
0753;007530;Perutz Primera 200 ;;Agfa;;;~2002;~2009;;0;PerutzPrimera200Last.jpg
0625;406254;Perutz Primera 200 ;"Fujicolor C200. ""Perutz is used under licence of AgfaPhoto [...] Agfaphoto does not manufacture these products""";Fuji;;Made in Japan;;;Minilab Factory GmbH;0;PerutzPrimera200Last.jpg
0726;007260;Perutz Primera 200 APS;;Agfa;;;;;;0;
0728;007280;Perutz Primera 200 APS-N;;Agfa;;;;;;0;
0738;007380;Perutz Primera 200-N;;Agfa;;;;;;0;
0756;007560;Perutz Primera 200-N;Agfacolor;Agfa;;;;;;0;
1850;018500;Perutz Primera 400;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;Kaufhäuser;0;
0740;007400;Perutz Primera 400-N;;Agfa;;;;;;0;
0757;007570;Perutz Primera 400-N;;Agfa;;;;;;0;
0498;004980;Perutz Primera 800;;Agfa;;;~2001;;;0;
0754;007540;Perutz Primera 800;;Agfa;;;~2002;;;0;
0758;007580;Perutz Primera 800-N;;Agfa;;;;;;0;
1852;018520;Perutz SC 100 Color New #SC100New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;PerutzSC100new.jpg
1841;018410;Perutz SC 100-2 Color #SC100II;;Agfa;;;;;;0;
1843;018430;Perutz SC 100-3 Color #SC100III;;Agfa;;;;;;0;
1844;018444;Perutz SC 200 Color New #SC200New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;
1851;018510;Perutz SC 200-2 Color #SC200II;;Agfa;;;;;;0;
1844;018440;Perutz SC 200-3 Color #SC200III;;Agfa;;;;~1989 ?;;0;
1845;018450;Perutz SC 200-4 Color #SC200IV;Agfa XRG 200;Agfa;3;;~1989 ?;~1995 ?;;0;
1848;018480;Perutz SC 400 Color New #SC400New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;
1849;018490;Perutz SC 400-2 Color #SC400II;;Agfa;;;;;;0;
1395;013953;Photo Hall Color Pro ISO 200;;;;;;;;0;
1395;013953;Photo Hall Deluxe 100 Photohall;Ferrania Color FG Plus 100;;4;;;;;0;PhotoHallDelux100.jpg
0129;001298;Photo Hall Multimedia Color Prints 200 Photohall;Fuji C200 ?;;1;;;;;0;
0497;004974;Photo Service – Sélection 200 Iso #photoservice;AGFA AgfaColor 200;Agfa;3;Fabriqué en UE;;;"French labs ""photo service""";0;Photoservice200.jpg
1555;215554;Photo Service – Sélection 400 Iso #photoservice;Kodak Color Negative 400;Kodak;3;;;;"French labs ""photo service""";0;Photoservice400.jpg
1841;018413;"Photo Service ""copper & rainbow"" – Sélection 100 Iso #photoservice";Agfa / Perutz SC 100-2;Agfa;3;Fabriqué en UE;;;"French labs ""photo service""";0;Photoservice100Cop.jpg
1850;018504;"Photo Service ""gold"" – Sélection 400 Iso #photoservice";Agfa / Perutz SC 400-2;Agfa;2;Fabriqué en UE;;;"French labs ""photo service""";0;PhotoService400Gold.jpg
0625;306253;Photocité couleur 200 #Franceloisir photocite;Fuji C200 / Superia 200;;4;Fabriqué au Japon;;;France Loisir;0;Photocite200.jpg
0628;306284;Photocité couleur 400 #Franceloisir photocite;Fuji C400 / Superia 400;;2;;;;France Loisir;0;Photocite400.jpg
1841;018410;Polaroid 100;Agfa / Perutz SC 100-2 ?;;2;;;;;0;
0741;007410;Polaroid 100 Plus;;;;;;;;0;
0129;001293;Polaroid 200 ;Fujicolor 200 ? Same DX;;3;;;;;0;
0141;901413;Polaroid 200 ;Fujicolor Super HQ ?;;1;;;;;0;
0742;007420;Polaroid 200 Plus;;;;;;;;0;
1850;018503;Polaroid 400 ;Perutz Primera 400 / Agfa Vista 400;;3;Made in Germany;;;;0;
